"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20100101 ~ 20101231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"전라북도 고창군 고창읍 교촌리","90","0090","0000","구산아로마","81.1682","201005","3","13,600","4","2008","교촌2길 20",""
"전라북도 고창군 고창읍 교촌리","90","0090","0000","구산아로마","65.2901","201006","18","9,200","4","2008","교촌2길 20",""
"전라북도 고창군 고창읍 교촌리","90","0090","0000","구산아로마","81.1682","201006","22","11,500","2","2008","교촌2길 20",""
"전라북도 고창군 고창읍 교촌리","90","0090","0000","구산아로마","81.1682","201012","20","11,800","3","2008","교촌2길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201001","8","5,200","3","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201003","2","4,900","5","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201005","9","5,400","3","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201005","25","5,200","1","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201006","23","5,200","4","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201008","1","5,500","3","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","214-1","0214","0001","유진청하","84.96","201008","10","4,000","2","1991","청룡길 20",""
"전라북도 고창군 고창읍 교촌리","224-3","0224","0003","진흥하이츠2차","59.92","201003","24","6,300","9","1995","모양성로 108",""
"전라북도 고창군 고창읍 교촌리","224-3","0224","0003","진흥하이츠2차","59.92","201003","30","7,000","7","1995","모양성로 108",""
"전라북도 고창군 고창읍 교촌리","224-3","0224","0003","진흥하이츠2차","59.92","201006","26","7,250","8","1995","모양성로 108",""
"전라북도 고창군 고창읍 교촌리","224-3","0224","0003","진흥하이츠2차","59.92","201008","11","7,300","14","1995","모양성로 108",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201001","12","15,495","5","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201001","14","15,495","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","1","15,495","7","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","5","15,495","6","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","5","15,495","3","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","8","15,495","5","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","16","15,495","11","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","22","15,495","3","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","24","15,495","5","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","24","15,495","2","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201002","26","15,495","6","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201003","4","15,495","5","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201003","11","15,495","6","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201003","29","15,495","4","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201004","12","15,495","9","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201004","12","15,495","10","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201004","26","15,495","2","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201004","26","15,495","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201005","3","15,495","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201005","3","15,495","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201005","7","15,495","9","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201005","11","13,000","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201005","19","15,495","5","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201006","8","15,495","4","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201006","15","13,000","2","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201006","25","15,000","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201007","5","12,200","1","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201007","26","15,495","2","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201007","27","15,495","13","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","2","15,495","8","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","7","15,495","4","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","12","15,495","3","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","18","15,495","14","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","23","15,495","11","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201008","26","15,495","3","2009","보릿골로 191",""
"전라북도 고창군 고창읍 석교리","10-3","0010","0003","선운프라자","84.9807","201009","6","15,495","4","2009","보릿골로 191",""
